 166702
	sanctify 2
	saul 2
	say 3
	schin 1
	scornful 1
	see 2
	seeing 2
	seek 1
	seest 3
	send 1
	set 1
	seven 1
	shall 1
	shiggaion 1
	simeon 1
	simon 2
	sing 6
	slothfulness 1
	smite 1
	so 52
	speak 2
	stablish 1
	stand 1
	stay 1
	submit 1
	submitting 1
	such 1
	surely 8
	take 6
	tau 1
	tell 2
	terrors 2
	teth 1
	that 3
	the 282
	then 258
	there 23
	therefore 53
	these 27
	they 15
	thine 1
	think 1
	this 20
	thorns 1
	thou 24
	though 5
	through 2
	thus 46
	thy 11
	timotheus 1
	to 63
	train 1
	treasures 1
	trouble 1
	truly 1
	trust 1
	turn 5
	two 1
	tzaddi 1
	understanding 1
	unless 1
	unto 4
	uphold 1
	upon 1
	vanity 1
	vau 1
	verily 3
	wait 1
	walk 1
	wash 1
	watch 1
	we 11
	wealth 2
	weep 1
	what 13
	when 55
	whence 1
	where 6
	whereas 1
	wherefore 35
	wherein 2
	whereupon 1
	wherewith 1
	which 2
	while 7
	whither 2
	who 19
	whom 1
	whoso 16
	whosoever 2
	why 5
	wilt 1
	wine 1
	wisdom 6
	wise 1
	with 4
	withdraw 1
	withhold 2
	without 1
	wives 1
	woe 21
	would 1
	ye 20
	yea 2
	yet 5
	your 2
	zain 1
	zebulun 1
	zedekiah 2
	zion 1
1 1316
10 155
10	 15
10	a 3
10	according 2
10	again 2
10	all 8
10	also 4
10	always 1
10	and 342
10	are 1
10	arise 1
10	aristarchus 1
10	as 9
10	at 1
10	be 3
10	beasts 1
10	beat 1
10	because 4
10	behold 6
10	believest 1
10	blessed 2
10	bring 1
10	but 45
10	by 3
10	canst 1
10	come 2
10	create 1
10	cursed 1
10	david 1
10	day 1
10	deck 1
10	declare 1
10	declaring 1
10	destroy 1
10	esther 1
10	even 2
10	fear 1
10	for 70
10	forty 1
10	from 1
10	give 1
10	glory 1
10	go 1
10	hast 2
10	he 24
10	heap 1
10	hear 2
10	herein 1
10	his 2
10	how 2
10	humble 1
10	i 19
10	if 10
10	in 7
10	instead 1
10	is 1
10	ishbosheth 1
10	it 3
10	jesus 4
10	know 1
10	lest 2
10	let 7
10	likewise 1
10	love 1
10	make 1
10	making 1
10	many 4
10	mercy 1
10	mishmannah 1
10	more 1
10	moreover 4
10	my 3
10	neither 4
10	nevertheless 1
10	night 1
10	none 1
10	nor 2
10	not 1
10	now 12
10	o 4
10	of 5
10	on 1
10	one 1
10	only 1
10	or 2
10	our 1
10	out 1
10	pass 1
10	pharaoh 1
10	phrygia 1
10	proving 1
10	receive 1
10	rejoice 1
10	remove 1
10	said 1
10	salute 1
10	say 3
10	see 1
10	shall 1
10	she 1
10	sing 1
10	six 1
10	so 18
10	southward 1
10	speak 4
10	standing 1
10	surely 1
10	take 5
10	teach 1
10	that 8
10	the 49
10	their 3
10	then 29
10	there 3
10	therefore 14
10	these 2
10	they 14
10	thine 1
10	thirty 1
10	this 3
10	thou 15
10	thus 7
10	thy 4
10	to 6
10	trust 1
10	two 1
10	unto 1
10	we 4
10	well 1
10	whatsoever 1
10	when 13
10	wherefore 6
10	which 5
10	who 11
10	will 1
10	with 1
10	woe 1
10	ye 6
10	yea 4
10	yet 4
100	i 1
101 1
102 1
103 1
104	through 1
105 1
106 1
107 1
108 1
109 1
11 128
11	 20
11	a 1
11	according 3
11	afterward 1
11	again 2
11	all 4
11	also 4
11	and 360
11	as 4
11	ask 1
11	assemble 1
11	at 1
11	attai 1
11	be 4
11	because 8
11	behold 12
11	being 2
11	believe 1
11	beloved 2
11	beware 1
11	binding 1
11	bless 1
11	blessed 1
11	but 41
11	by 2
11	calling 1
11	can 1
11	cast 2
11	come 1
11	cretes 1
11	dearly 1
11	deliver 1
11	depart 1
11	discretion 1
11	doth 3
11	ephraim 2
11	even 4
11	for 61
11	forasmuch 1
11	get 1
11	give 2
11	go 4
11	god 3
11	hath 1
11	having 1
11	he 16
11	hilkiah 1
11	him 1
11	his 2
11	how 2
11	howl 1
11	i 18
11	if 10
11	in 8
11	is 1
11	israel 1
11	it 2
11	jesus 1
11	joram 1
11	judah 1
11	kings 1
11	knowing 2
11	leave 1
11	lest 1
11	let 11
11	light 1
11	likewise 2
11	lo 1
11	lord 1
11	make 2
11	malchijah 1
11	micha 1
11	mine 2
11	moab 1
11	moreover 5
11	my 6
11	nay 1
11	neither 1
11	nevertheless 3
11	no 1
11	not 4
11	notwithstanding 1
11	now 15
11	o 1
11	observe 1
11	of 4
11	on 1
11	one 1
11	only 1
11	or 2
11	our 1
11	out 1
11	pass 2
11	persecutions 1
11	phinehas 1
11	put 1
11	quicken 1
11	restore 1
11	rid 1
11	salute 1
11	say 3
11	saying 3
11	searching 1
11	seek 1
11	seraiah 1
11	serve 1
11	shall 5
11	she 2
11	sihon 1
11	simon 1
11	slay 1
11	so 17
11	solomon 1
11	strengthened 1
11	surely 3
11	take 1
11	teach 2
11	that 2
11	the 35
11	their 1
11	them 1
11	then 33
11	there 3
11	therefore 16
11	these 4
11	they 10
11	thine 1
11	this 5
11	thou 13
11	through 1
11	thus 7
11	thy 2
11	to 4
11	tremble 1
11	truth 1
11	unto 1
11	verily 2
11	violence 1
11	vow 1
11	we 3
11	what 1
11	when 11
11	where 1
11	whereas 1
11	wherefore 5
11	wherein 1
11	whereunto 1
11	which 5
11	who 3
11	whoredom 1
11	whose 1
11	why 2
11	wickedness 1
11	will 1
11	wilt 1
11	with 2
11	woe 3
11	ye 4
11	yea 4
11	yet 1
11	your 1
110	the 1
111 1
112	i 1
113 1
114 1
115 1
116 1
117	hold 1
118 1
119	thou 1
12 146
12	 17
12	a 3
12	abram 1
12	according 1
12	after 1
12	all 4
12	also 5
12	amaziah 1
12	among 1
12	and 343
12	arise 1
12	art 1
12	artaxerxes 1
12	as 6
12	ask 1
12	at 1
12	baana 1
12	be 3
12	because 3
12	behold 6
12	blessed 2
12	both 2
12	buried 1
12	but 39
12	by 3
12	can 1
12	come 1
12	cry 1
12	delilah 1
12	deliver 1
12	either 1
12	else 1
12	epaphras 1
12	ephraim 1
12	even 3
12	fifty 1
12	fight 1
12	for 50
12	forasmuch 1
12	from 1
12	gather 1
12	give 1
12	go 1
12	greet 1
12	haman 1
12	hath 2
12	have 3
12	having 2
12	he 10
12	hear 1
12	hearken 2
12	here 1
12	him 1
12	his 5
12	how 4
12	huram 1
12	i 20
12	if 11
12	in 4
12	it 3
12	jesus 1
12	joel 1
12	johanan 1
12	keep 1
12	kings 1
12	kiss 1
12	lest 1
12	let 10
12	like 1
12	lo 1
12	look 1
12	looking 1
12	many 1
12	marvellous 1
12	men 1
12	mine 1
12	moreover 3
12	my 3
12	neither 4
12	nevertheless 1
12	no 1
12	not 2
12	notwithstanding 1
12	now 18
12	o 4
12	of 3
12	one 2
12	only 1
12	or 2
12	princes 1
12	prove 1
12	rejoice 2
12	rejoicing 1
12	remember 1
12	restore 1
12	salute 1
12	save 1
12	say 2
12	saying 4
12	set 1
12	shall 3
12	she 3
12	shuppim 1
12	six 1
12	so 14
12	son 1
12	sow 1
12	speak 1
12	stand 1
12	take 3
12	tarshish 1
12	teaching 1
12	that 14
12	the 36
12	then 40
12	there 4
12	therefore 21
12	these 2
12	they 15
12	this 4
12	those 1
12	thou 9
12	though 3
12	through 1
12	thus 6
12	thy 1
12	to 5
12	truly 1
12	turn 1
12	unto 1
12	upon 2
12	walk 1
12	were 1
12	what 3
12	whatsoever 1
12	when 10
12	where 1
12	wherefore 10
12	wherein 1
12	while 1
12	whilst 1
12	who 2
12	whom 1
12	whose 1
12	why 3
12	wilt 2
12	wisdom 1
12	with 1
12	woe 1
12	ye 2
12	yea 7
12	yet 1
12	your 2
12	zaccur 1
120	my 1
121 1
122	be 1
123 1
124 1
125	i 1
126 1
127 1
128	therefore 1
129 1
13 118
13	 15
13	a 2
13	about 1
13	ahaz 1
13	all 2
13	also 3
13	and 337
13	arise 2
13	as 7
13	at 1
13	be 5
13	because 3
13	before 1
13	behold 10
13	being 1
13	beriah 1
13	besides 1
13	blessed 1
13	brethren 1
13	bring 2
13	but 44
13	by 1
13	came 1
13	christ 1
13	consider 1
13	consume 1
13	distributing 1
13	do 1
13	enter 1
13	ephraim 1
13	even 2
13	every 2
13	for 48
13	forbearing 1
13	from 3
13	furthermore 1
13	gird 1
13	go 4
13	greater 1
13	hath 1
13	have 1
13	he 18
13	hear 1
13	hereby 1
13	hide 1
13	his 3
13	hodijah 1
13	hold 1
13	howbeit 5
13	i 18
13	if 8
13	in 9
13	instead 1
13	is 2
13	it 2
13	javan 1
13	jehu 1
13	jeremiah 1
13	jesus 2
13	judge 1
13	keep 2
13	know 2
13	lest 1
13	let 6
13	like 1
13	looking 1
13	making 1
13	man 1
13	mark 1
13	marvel 1
13	meats 1
13	mine 1
13	moreover 2
13	my 1
13	neither 4
13	nevertheless 3
13	no 1
13	notwithstanding 1
13	now 12
13	o 8
13	of 4
13	oh 1
13	on 1
13	only 1
13	others 1
13	otherwise 1
13	put 1
13	raging 1
13	remember 2
13	return 2
13	righteousness 1
13	salute 1
13	sanctify 1
13	say 1
13	saying 2
13	shallum 1
13	she 1
13	sheba 1
13	sing 1
13	six 1
13	so 14
13	son 1
13	speak 1
13	surely 2
13	take 4
13	tarry 1
13	that 6
13	the 43
13	their 1
13	then 40
13	there 3
13	therefore 19
13	these 4
13	they 8
13	thine 1
13	this 6
13	those 1
13	thou 19
13	though 1
13	through 2
13	thus 9
13	thy 6
13	till 2
13	to 3
13	took 1
13	up 1
13	upon 2
13	verily 2
13	was 2
13	watch 1
13	we 2
13	what 1
13	when 8
13	whence 1
13	where 2
13	wherefore 6
13	which 2
13	whiles 1
13	who 6
13	whom 1
13	whosoever 2
13	why 2
13	will 1
13	with 1
13	withhold 1
13	woe 3
13	would 1
13	ye 5
13	yea 3
13	yet 6
130 1
131 1
132 1
133 1
134 1
135 1
136 1
137 1
138	thy 1
139 1
14 117
14	 10
14	a 2
14	after 1
14	afterward 1
14	again 1
14	ahinadab 1
14	alexander 1
14	all 3
14	also 1
14	amon 1
14	and 332
14	are 1
14	as 6
14	at 1
14	be 1
14	because 3
14	behold 11
14	beside 1
14	bless 1
14	blotting 1
14	bring 1
14	but 56
14	butter 1
14	can 1
14	cast 1
14	concerning 1
14	counsel 1
14	declare 1
14	deliver 1
14	depart 1
14	doth 1
14	draw 1
14	ephraim 1
14	even 3
14	every 3
14	fear 2
14	follow 1
14	for 53
14	forasmuch 1
14	from 2
14	frowardness 1
14	give 1
14	glory 1
14	go 1
14	greet 1
14	having 1
14	he 15
14	heal 1
14	hebron 1
14	his 3
14	how 2
14	howbeit 2
14	howl 1
14	i 32
14	if 11
14	in 7
14	is 2
14	issachar 1
14	it 1
14	jair 1
14	jesus 1
14	justice 1
14	knowing 2
14	let 8
14	like 2
14	lo 1
14	lord 1
14	luke 1
14	make 2
14	moreover 4
14	multitudes 1
14	my 3
14	nebuchadnezzar 1
14	neglect 1
14	neither 2
14	nethaneel 1
14	nevertheless 1
14	not 1
14	notwithstanding 2
14	now 15
14	o 3
14	of 4
14	offer 1
14	on 1
14	one 1
14	only 1
14	or 1
14	out 1
14	over 1
14	put 1
14	remember 1
14	return 1
14	said 1
14	salute 1
14	saying 3
14	seeing 1
14	seek 1
14	settle 1
14	she 3
14	should 1
14	simeon 1
14	simon 1
14	so 19
14	spikenard 1
14	stand 1
14	take 1
14	that 11
14	the 37
14	then 34
14	therefore 16
14	these 4
14	they 12
14	thick 1
14	this 3
14	thou 15
14	though 1
14	three 1
14	thus 6
14	thy 1
14	to 1
14	turn 1
14	two 1
14	wait 1
14	we 2
14	what 2
14	when 4
14	where 1
14	whereas 1
14	wherefore 8
14	whereunto 1
14	which 3
14	who 6
14	whose 2
14	why 1
14	will 1
14	with 2
14	woe 1
14	ye 6
14	yea 1
14	yet 1
14	your 2
140 1
141 1
142 1
143 1
144	the 1
145 1
146	i 1
147 1
148	mine 1
149 1
15 127
15	 11
15	about 1
15	according 3
15	ahi 1
15	ahimaaz 1
15	alas 1
15	all 6
15	also 4
15	and 331
15	are 1
15	as 5
15	at 1
15	avoid 1
15	be 1
15	because 4
15	behold 9
15	beside 1
15	blow 1
15	break 1
15	brethren 1
15	bunni 1
15	but 48
15	butter 1
15	by 2
15	can 1
15	cursed 2
15	did 2
15	dost 1
15	even 1
15	every 3
15	fear 1
15	for 43
15	get 1
15	girded 1
15	hadar 1
15	happy 1
15	hate 1
15	have 1
15	having 1
15	he 13
15	hear 1
15	henceforth 1
15	hereby 1
15	his 1
15	how 1
15	i 17
15	ibhar 1
15	if 6
15	in 4
15	insomuch 1
15	is 1
15	it 3
15	jesus 1
15	know 1
15	lest 2
15	let 5
15	lo 1
15	look 1
15	looking 1
15	lord 1
15	love 1
15	make 1
15	matthew 1
15	meditate 1
15	moab 1
15	moreover 5
15	my 9
15	neither 6
15	nevertheless 2
15	no 1
15	not 1
15	notwithstanding 2
15	now 17
15	number 1
15	o 2
15	of 5
15	oh 1
15	one 4
15	only 1
15	or 1
15	others 1
15	ozem 1
15	precious 1
15	rejoice 1
15	salute 2
15	see 2
15	seven 2
15	shall 2
15	shalt 1
15	she 2
15	shout 1
15	six 1
15	so 22
15	some 1
15	son 1
15	study 1
15	take 2
15	thanks 1
15	that 5
15	the 37
15	their 2
15	then 29
15	there 3
15	therefore 10
15	these 4
15	they 5
15	thirty 1
15	this 3
15	those 1
15	thou 14
15	though 4
15	thus 8
15	to 3
15	until 2
15	unto 1
15	verily 3
15	we 2
15	were 1
15	what 6
15	when 3
15	where 1
15	wherefore 5
15	which 3
15	while 1
15	whithersoever 1
15	who 4
15	whom 1
15	whose 1
15	whosoever 2
15	why 2
15	with 1
15	woe 2
15	ye 3
15	yea 2
15	yet 4
150 1
151	thou 1
152 1
153 1
154	plead 1
155 1
156 1
157 1
158 1
159 1
16 102
16	 15
16	a 3
16	above 1
16	according 2
16	adonijah 1
16	after 3
16	all 5
16	also 2
16	am 1
16	among 1
16	and 312
16	as 3
16	at 1
16	awake 1
16	baanah 1
16	be 2
16	because 6
16	behold 5
16	beside 2
16	but 41
16	by 2
16	cease 1
16	circumcise 1
16	come 1
16	command 1
16	confess 1
16	count 1
16	cursed 2
16	cut 1
16	dan 1
16	david 2
16	destruction 1
16	do 1
16	dost 1
16	doubtless 1
16	duke 1
16	else 1
16	ephraim 1
16	even 2
16	fear 1
16	fill 1
16	for 49
16	forbidding 1
16	foursquare 1
16	from 1
16	gather 1
16	give 1
16	go 4
16	hamath 1
16	hast 1
16	he 19
16	hear 1
16	hearken 1
16	hereby 1
16	his 3
16	holding 1
16	honour 1
16	how 1
16	howbeit 1
16	i 15
16	if 6
16	in 7
16	instead 1
16	is 1
16	it 2
16	jesus 3
16	john 1
16	know 1
16	knowing 1
16	length 1
16	lest 2
16	let 10
16	lo 2
16	lord 2
16	make 3
16	men 1
16	moreover 5
16	my 2
16	neither 1
16	nevertheless 3
16	no 2
16	none 1
16	not 1
16	now 8
16	o 6
16	of 4
16	one 3
16	only 1
16	or 3
16	redeeming 1
16	repent 1
16	salute 1
16	samaria 1
16	saying 1
16	seek 1
16	send 1
16	shadrach 1
16	she 2
16	since 2
16	so 13
16	son 1
16	surely 1
16	syria 1
16	take 3
16	ten 1
16	that 5
16	the 39
16	their 2
16	then 29
16	there 6
16	therefore 11
16	these 8
16	they 12
16	thine 1
16	this 6
16	thou 8
16	though 1
16	three 1
16	thus 8
16	thy 3
16	to 10
16	turn 1
16	verily 1
16	we 1
16	what 2
16	when 11
16	wherefore 2
16	which 2
16	while 1
16	who 5
16	whose 1
16	whoso 1
16	whosoever 1
16	why 2
16	with 3
16	woe 1
16	ye 3
16	yea 2
16	yet 1
160 1
161 1
162 1
163 1
164 1
165 1
166 1
167 1
168	i 1
169 1
17 105
17	 15
17	a 1
17	according 2
17	after 1
17	ah 1
17	all 7
17	also 4
17	although 1
17	an 1
17	and 311
17	arise 1
17	as 4
17	at 1
17	ater 1
17	be 2
17	because 5
17	behold 4
17	better 1
17	blessed 1
17	both 1
17	bring 1
17	but 40
17	by 1
17	charge 1
17	comfort 1
17	cry 1
17	cursed 2
17	dan 1
17	delivering 1
17	did 1
17	do 1
17	eastward 1
17	elias 1
17	ephraim 1
17	even 2
17	evening 1
17	every 3
17	fear 1
17	for 53
17	forasmuch 1
17	forbear 1
17	from 2
17	gilead 1
17	hast 1
17	have 1
17	he 15
17	hear 1
17	hearken 1
17	her 1
17	heshbon 1
17	his 4
17	honour 1
17	how 1
17	i 16
17	if 9
17	in 2
17	incline 1
17	israel 1
17	it 3
17	jehoshaphat 1
17	jesus 1
17	joshua 1
17	judah 1
17	judgment 1
17	leah 1
17	learn 1
17	let 7
17	like 1
17	lord 1
17	moreover 3
17	my 4
17	neither 4
17	nevertheless 3
17	no 1
17	not 1
17	notwithstanding 1
17	now 16
17	o 2
17	obey 1
17	of 4
17	on 1
17	one 1
17	or 2
17	pray 1
17	recompense 1
17	remember 1
17	saying 1
17	seeing 1
17	seest 1
17	shall 3
17	she 1
17	shew 1
17	so 14
17	son 2
17	speak 1
17	stolen 1
17	surely 1
17	tell 1
17	that 14
17	the 32
17	then 35
17	there 3
17	therefore 13
17	these 4
17	they 12
17	thine 2
17	thirty 1
17	this 1
17	thou 13
17	three 1
17	thus 5
17	thy 2
17	to 2
17	two 1
17	unless 1
17	until 3
17	unto 1
17	verily 1
17	vex 1
17	what 1
17	when 4
17	where 2
17	wherefore 5
17	wherein 1
17	which 6
17	while 1
17	whose 1
17	woe 1
17	ye 6
17	yea 1
17	yet 1
17	zion 1
170	let 1
171 1
172 1
173 1
174	i 1
175 1
176 1
18 91
18	 17
18	a 1
18	according 1
18	after 2
18	again 1
18	against 1
18	all 3
18	also 3
18	an 1
18	anathoth 1
18	and 299
18	arise 2
18	as 4
18	at 3
18	because 4
18	behold 10
18	being 1
18	boast 1
18	brethren 1
18	but 38
18	by 4
18	come 2
18	consider 1
18	cursed 2
18	cut 1
18	damascus 1
18	depart 1
18	did 1
18	do 1
18	draw 1
18	flee 1
18	for 49
18	forasmuch 1
18	go 1
18	hast 2
18	having 2
18	he 17
18	hear 1
18	here 1
18	his 2
18	hodijah 1
18	how 3
18	howbeit 1
18	i 15
18	if 6
18	in 8
18	is 1
18	ishmerai 1
18	it 1
18	joshua 1
18	known 1
18	lest 2
18	let 4
18	look 1
18	lover 1
18	malchiram 1
18	mary 1
18	may 1
18	micah 1
18	moreover 3
18	my 1
18	neither 5
18	nevertheless 2
18	no 3
18	now 15
18	o 5
18	of 7
18	on 2
18	or 1
18	our 1
18	praying 1
18	remember 1
18	riches 1
18	say 1
18	saying 1
18	seeing 3
18	servants 1
18	she 2
18	shimei 1
18	so 6
18	son 4
18	speak 2
18	surely 1
18	take 1
18	that 8
18	the 31
18	their 3
18	then 27
18	there 3
18	therefore 7
18	these 2
18	they 11
18	thine 1
18	this 2
18	thorns 1
18	thou 12
18	though 2
18	thus 3
18	thy 2
18	till 1
18	to 4
18	unto 1
18	verily 2
18	violence 1
18	we 2
18	what 5
18	when 9
18	where 1
18	wherefore 6
18	whereupon 2
18	which 1
18	while 2
18	who 5
18	whose 1
18	whosoever 3
18	why 1
18	wisdom 1
18	woe 1
18	ye 1
18	yea 4
18	yet 3
18	zebulun 1
18	zedekiah 1
19 74
19	 11
19	a 2
19	accounting 1
19	after 1
19	again 2
19	against 1
19	all 7
19	also 6
19	and 293
19	arise 2
19	as 3
19	bathsheba 1
19	because 4
19	behold 9
19	bless 1
19	blessed 1
19	brethren 1
19	but 31
19	by 1
19	circumcision 1
19	consider 1
19	cursed 2
19	dan 1
19	dearly 1
19	did 2
19	do 1
19	drought 1
19	egypt 1
19	every 3
19	for 36
19	from 1
19	gad 1
19	geber 1
19	give 1
19	go 1
19	god 3
19	great 1
19	hariph 1
19	hast 1
19	have 1
19	he 15
19	hear 1
19	hearken 1
19	his 1
19	holding 1
19	honour 1
19	how 3
19	howbeit 1
19	husbands 1
19	i 11
19	if 9
19	in 6
19	is 1
19	it 2
19	jesus 1
19	laying 1
19	let 3
19	love 1
19	many 2
19	master 1
19	moreover 4
19	my 4
19	neither 1
19	nevertheless 2
19	none 1
19	notwithstanding 1
19	now 16
19	o 7
19	of 2
19	or 2
19	our 1
19	out 2
19	pardon 1
19	pharaoh 1
19	quench 1
19	remembering 1
19	repent 1
19	salute 1
19	say 1
19	saying 1
19	send 1
19	serving 1
19	seven 1
19	she 1
19	shew 1
19	sihon 1
19	so 13
19	speaking 1
19	surely 2
19	take 1
19	teach 1
19	that 2
19	the 42
19	then 24
19	there 1
19	therefore 8
19	these 7
19	they 7
19	thine 1
19	think 1
19	this 2
19	thou 11
19	though 1
19	three 1
19	through 2
19	thus 2
19	thy 4
19	to 4
19	turn 1
19	until 1
19	unto 1
19	was 1
19	we 2
19	what 2
19	when 7
19	where 3
19	wherefore 5
19	whereupon 1
19	which 2
19	while 1
19	who 5
19	whom 1
19	whose 1
19	whosoever 2
19	why 1
19	will 1
19	wisdom 1
19	woe 2
19	write 1
19	ye 1
19	yea 2
19	yet 10
2 150
2	 27
2	a 10
2	above 1
2	abraham 1
2	after 1
2	again 1
2	against 1
2	all 1
2	also 3
2	amariah 1
2	and 402
2	annas 1
2	arise 4
2	as 9
2	at 2
2	attend 1
2	avenge 1
2	awake 1
2	be 4
2	bear 1
2	beautiful 1
2	because 2
2	before 4
2	behold 7
2	being 2
2	beloved 2
2	belshazzar 1
2	beware 1
2	bless 1
2	blessed 4
2	both 1
2	bow 1
2	but 25
2	by 5
2	can 1
2	canst 2
2	clouds 1
2	command 5
2	dan 1
2	daniel 1
2	day 1
2	declare 1
2	deliver 3
2	do 1
2	dominion 1
2	elect 1
2	enlarge 1
2	enquire 1
2	esau 1
2	even 2
2	every 3
2	examine 1
2	feed 1
2	for 64
2	forasmuch 1
2	forty 1
2	from 1
2	fulfil 1
2	gather 1
2	give 2
2	go 2
2	god 3
2	grace 5
2	hath 1
2	have 1
2	he 15
2	hear 9
2	hearken 1
2	hereby 1
2	hide 2
2	his 1
2	honour 1
2	how 8
2	howl 1
2	i 33
2	if 9
2	in 12
2	iron 1
2	israel 1
2	it 3
2	jehoahaz 1
2	judah 2
2	keep 1
2	kenan 1
2	lest 1
2	let 11
2	lift 4
2	look 1
2	looking 1
2	lord 1
2	make 1
2	male 1
2	many 2
2	mercy 1
2	mine 1
2	moreover 1
2	moses 1
2	much 1
2	my 7
2	nevertheless 1
2	no 1
2	nohah 1
2	now 11
2	o 9
2	of 6
2	oh 3
2	on 1
2	one 1
2	only 2
2	open 1
2	or 1
2	our 2
2	out 2
2	over 1
2	pass 1
2	plead 1
2	praise 4
2	preach 1
2	preserve 1
2	receive 1
2	remember 1
2	reuben 1
2	sanctify 1
2	saul 1
2	saying 4
2	see 1
2	send 2
2	seraiah 1
2	serve 1
2	set 1
2	shake 1
2	shall 1
2	she 4
2	should 2
2	sihon 1
2	sing 3
2	six 1
2	sixteen 1
2	so 6
2	son 20
2	speak 23
2	speaking 1
2	stand 1
2	suffer 1
2	surely 2
2	take 10
2	that 23
2	the 40
2	their 1
2	then 37
2	there 3
2	therefore 8
2	these 1
2	they 3
2	thinkest 1
2	this 5
2	thou 14
2	though 1
2	three 1
2	thus 18
2	thy 4
2	to 10
2	twenty 2
2	until 1
2	unto 2
2	upon 1
2	vanity 1
2	wash 1
2	we 1
2	what 3
2	when 8
2	wherefore 8
2	wherein 1
2	which 3
2	while 3
2	whilst 1
2	who 8
2	whosoever 1
2	why 1
2	with 1
2	ye 8
2	yea 2
2	yet 3
2	you 1
2	your 1
20 84
20	 15
20	a 1
20	according 1
20	added 1
20	after 1
20	again 2
20	all 3
20	also 2
20	an 1
20	and 285
20	appoint 1
20	arise 1
20	as 4
20	at 2
20	avoiding 1
20	be 1
20	behold 7
20	bless 2
20	blessed 2
20	breach 1
20	brethren 1
20	but 46
20	by 3
20	canst 1
20	children 1
20	come 1
20	curse 1
20	cursed 1
20	daniel 1
20	dedan 1
20	deliver 1
20	desire 1
20	despise 1
20	destruction 1
20	did 1
20	egypt 1
20	erastus 1
20	esther 1
20	fifteen 1
20	for 41
20	from 1
20	giving 1
20	go 2
20	have 2
20	he 14
20	hear 1
20	his 2
20	howbeit 1
20	i 10
20	idolatry 1
20	if 5
20	in 9
20	it 1
20	jesus 1
20	knowing 1
20	let 2
20	lift 1
20	likewise 1
20	look 1
20	magpiash 1
20	man 1
20	moab 1
20	moreover 5
20	my 5
20	nay 1
